名詞,名詞数,動詞,動詞数,形容詞,形容詞数
相手,124,見習う,2.0,根深い,1.0
ベンツ,4,追う,8.0,力強い,3.0
救護,2,ちびる,8.0,まっくろい,4.0
いかん,33,迷う,6.0,口汚い,1.0
都内,12,込む,15.0,有り難い,3.0
車,81,開ける,45.0,思いがけない,1.0
点,36,現れる,9.0,興味深い,10.0
免許,8,包む,5.0,俗っぽい,1.0
げ,93,織る,11.0,ほろ苦い,1.0
重傷,6,暮らす,25.0,口惜しい,2.0
逮捕,42,つる,95.0,古臭い,2.0
被害,120,たまげる,7.0,カッコイイ,2.0
かつ,2,食べる,345.0,心もとない,1.0
関係,215,問う,12.0,てひどい,1.0
心労,1,吊るす,2.0,瑞々しい,1.0
心配,110,じゃう,22.0,うらやましい,1.0
目撃,17,わる,20.0,渋い,7.0
現場,15,たける,18.0,狂おしい,1.0
説得,17,よむ,19.0,数多い,2.0
非常,22,ごまかす,31.0,愛らしい,1.0
事態,72,思い上がる,4.0,甘酸っぱい,1.0
直面,5,装う,11.0,めぼしい,1.0
行動,47,頑張る,70.0,しょっぱい,4.0
自信,33,眺める,44.0,美味い,2.0
幕,2,気に入る,26.0,相容れない,5.0
暮,6,似る,142.0,待ち遠しい,1.0
孫,6,歌う,42.0,幼い,3.0
兵衛,4,かたす,6.0,いかがわしい,2.0
許容,31,耐える,61.0,じゃまくさい,3.0
量,31,寝込む,15.0,なまぐさい,1.0
日浅,12,預かる,6.0,いわけない,2.0
ジャンル,64,傾く,4.0,かたい,4.0
信長,4,遭う,41.0,うずたかい,1.0
染谷,5,並べる,11.0,つつましい,2.0
趣,3,まちがえる,11.0,儚い,2.0
絶妙,13,とげる,1.0,そらぞらしい,1.0
加減,31,しみわたる,1.0,たくましい,2.0
ネーミング,3,聞ける,8.0,ちいさい,3.0
センス,29,演じる,27.0,しょぼい,4.0
むやみ,9,打つ,67.0,手っ取り早い,7.0
内藤,2,ひしぐ,2.0,しょうもない,1.0
帯刀,2,使い切る,1.0,ふるい,1.0
人生,109,近付く,5.0,忘れっぽい,1.0
一瞬,61,憎む,9.0,小賢しい,9.0
判断,73,追い込める,2.0,悪賢い,1.0
積み重ね,4,表立つ,5.0,片腹痛い,3.0
正解,37,いぶく,6.0,物足りない,3.0
ただ,180,送る,43.0,危なっかしい,1.0
生存,7,泣く,61.0,しわい,1.0
バイアス,65,だす,35.0,けむい,2.0
昨日,118,言い放つ,4.0,あぶない,2.0
当たり前,71,潰す,19.0,おしい,2.0
下,58,くらう,5.0,はなはだしい,2.0
足元,12,残す,34.0,怪い,1.0
穴,31,生き抜く,8.0,不味い,2.0
しん,35,外れる,23.0,かるい,2.0
夜道,5,あばれる,3.0,おもんない,5.0
バス,117,うける,60.0,易い,1.0
クマ,35,やらす,14.0,どす黒い,2.0
再起,1,踏める,1.0,まばゆい,1.0
不能,15,こなれる,5.0,いろっぽい,1.0
野木,59,救う,27.0,浅ましい,1.0
タフ,8,始まる,48.0,いさましい,1.0
意見,48,存じ上げる,1.0,雄々しい,1.0
かたくな,4,しゃべれる,1.0,眩しい,2.0
嫌味,10,書ける,8.0,口うるさい,1.0
単純,53,滅びる,86.0,甲高い,2.0
上,138,ダブる,7.0,執念深い,1.0
目線,31,湧き出る,2.0,得がたい,2.0
女性,250,寄る,36.0,黒っぽい,2.0
キャリア,21,消す,28.0,眠たい,1.0
器,29,止める,51.0,すくない,2.0
デカ,44,くう,38.0,生温い,1.0
自身,134,落とす,35.0,酸っぱい,7.0
明確,20,陥る,28.0,水っぽい,2.0
気負い,1,乗りこえる,4.0,こっぴどい,1.0
労力,6,交わる,5.0,くるしい,2.0
必要,172,捌ける,2.0,潔い,1.0
ラジオ,17,くもる,7.0,世知辛い,1.0
まんま,19,信じる,141.0,こよない,1.0
雰囲気,29,しみつく,5.0,おめでたい,2.0
文章,24,守る,109.0,あまい,1.0
出力,5,発する,3.0,めずらしい,1.0
障壁,7,年老いる,2.0,野太い,1.0
かこ,3,そぐ,4.0,ボロい,1.0
それ,811,ちらつく,1.0,はかない,2.0
地頭,1,とどめる,5.0,キショい,1.0
勉強,48,刺す,16.0,くどい,1.0
タイプ,102,勝てる,13.0,毒々しい,1.0
決断,6,凹む,18.0,鬱陶しい,1.0
根拠,32,食える,7.0,胡散臭い,1.0
ローマ字,2,たべる,57.0,いざとい,1.0
表記,19,削る,23.0,うとい,1.0
子音,1,蹴る,24.0,ぬくとい,1.0
川村,5,当たる,30.0,聞き苦しい,1.0
たか,5,はかる,10.0,押しつけがましい,1.0
童貞,12,屈む,1.0,みみっちい,1.0
一未,9,抜く,29.0,きなくさい,1.0
机,18,脅かす,15.0,みやすい,1.0
ふたつ,8,隠す,47.0,程よい,2.0
なり,12,切れる,34.0,いみい,1.0
兄さん,8,外す,36.0,つまらない,1.0
次,228,搾り取る,10.0,可笑しい,1.0
コンピュータ,2,せしめる,1.0,素早い,1.0
ウイルス,49,さらす,18.0,麗しい,2.0
有効,9,儲かる,4.0,そぐわない,2.0
手段,12,刺さる,15.0,見やすい,1.0
インターネット,10,かまう,17.0,きよい,1.0
利用,97,混ぜる,16.0,りりしい,1.0
げん,71,閉じる,23.0,図太い,1.0
半年,12,入れる,155.0,焦げ臭い,1.0
微塵,10,教わる,10.0,煙い,1.0
甥,134,よろこぶ,5.0,こげくさい,1.0
っ子,26,ふむ,2.0,てごわい,1.0
２,125,おこる,8.0,気難しい,1.0
ドラえもん,9,弱る,9.0,やましい,5.0
歌,47,外せる,1.0,したしい,1.0
宇宙,36,こだわる,9.0,痒い,1.0
紙切れ,1,満ちる,15.0,おおきい,1.0
粗末,3,たどり着ける,2.0,白々しい,1.0
担当,21,いらっしゃる,9.0,ほどよい,1.0
本部,12,見受ける,1.0,いやしい,1.0
在庫,22,愛でる,4.0,いじましい,1.0
客,65,抜ける,27.0,せこい,1.0
軒,3,見せる,74.0,煙たい,1.0
はしご,1,加える,13.0,うすぎたない,1.0
京都,21,称す,1.0,,
新聞,23,捕らえる,2.0,,
チケット,11,ます,21.0,,
ライブ,44,ひく,12.0,,
発券,2,割ける,4.0,,
肝,2,はまる,7.0,,
年末,31,有る,4.0,,
調整,27,及ぶ,7.0,,
控除,19,しいる,5.0,,
個人,131,きる,61.0,,
番号,15,喋れる,2.0,,
当たり,13,抱く,28.0,,
きょう,48,かる,58.0,,
バカ,261,生み出す,14.0,,
システム,57,保つ,9.0,,
今年,31,開く,24.0,,
改正,24,分かる,10.0,,
ハゲ,15,断ち切る,3.0,,
ワザ,30,遊ぶ,35.0,,
納税,10,怠る,5.0,,
意識,102,おぼえる,9.0,,
スポイル,11,効く,37.0,,
本来,27,迫る,14.0,,
税金,48,さらう,12.0,,
額,18,むす,8.0,,
指摘,62,見据える,1.0,,
追徴,1,おとす,3.0,,
国税,9,返る,14.0,,
仕事,338,役立つ,12.0,,
塩田,1,下さる,10.0,,
武士,3,ふるまう,11.0,,
波紋,5,踏みつける,7.0,,
松,26,踏む,22.0,,
ケン,38,出せる,18.0,,
オリジナル,16,示す,30.0,,
あて,21,封じる,3.0,,
利き手,5,込める,9.0,,
どっち,183,盛り込める,1.0,,
大阪,24,述べる,10.0,,
妹,146,強いる,18.0,,
ウクレレ,3,ゆう,36.0,,
チューナー,2,ぱくる,9.0,,
教則,1,断る,14.0,,
本,158,ひる,89.0,,
晴れ,2,命じる,2.0,,
時,123,思い直す,3.0,,
ファーム,1,かえりみる,1.0,,
滝沢,2,詰める,13.0,,
好み,74,なげつける,1.0,,
わたくし,33,ぶんなげる,1.0,,
ポチ,10,みれる,6.0,,
形,57,殺す,218.0,,
市,67,進める,7.0,,
職員,48,気取る,4.0,,
手下,2,乾く,6.0,,
市民,130,追いつく,10.0,,
利益,14,扱う,44.0,,
落ち,84,騒ぐ,16.0,,
コース,11,かまける,6.0,,
外野,11,酔っ払う,11.0,,
断罪,3,越せる,1.0,,
そこそこ,1,回る,51.0,,
若者,65,茹でる,6.0,,
石,9,任せる,6.0,,
気持ち,440,抗う,7.0,,
性格,41,引きずり込む,4.0,,
態度,123,着ける,3.0,,
スガ,135,焼く,35.0,,
多様,10,ゆでる,9.0,,
性,322,しみる,11.0,,
言い訳,55,焦げる,5.0,,
虫,17,ありがたがる,14.0,,
唾,1,はぐ,2.0,,
星,11,はげむ,1.0,,
浩,3,空ける,3.0,,
任命,8,忌み嫌う,4.0,,
拒否,25,頼れる,3.0,,
菅,46,晒す,27.0,,
義,12,信じ込む,1.0,,
首相,82,かねる,37.0,,
国会,30,疑える,2.0,,
答弁,3,拭ける,4.0,,
無理,373,読み上げる,1.0,,
推薦,3,泣かせる,1.0,,
名簿,2,足る,44.0,,
不思議,68,おける,7.0,,
報知,5,行ける,36.0,,
回,242,試みる,1.0,,
劇場,24,踊る,41.0,,
内,138,思い知る,6.0,,
前後,9,渡る,10.0,,
だらけ,55,笑む,1.0,,
あんま,64,ほす,3.0,,
とこ,234,聴く,41.0,,
グッズ,40,そびえる,1.0,,
番,14,改める,6.0,,
宣,4,たのしむ,16.0,,
手,140,見かける,121.0,,
最低限,17,落とせる,2.0,,
範囲,28,ぼやく,1.0,,
境地,4,ちまう,9.0,,
情報,143,果たす,16.0,,
セキュリティ,7,守れる,10.0,,
感染,409,伏せる,16.0,,
