総使用日数,953.0
総投稿数,23075.0
総文字数,1739901.0
投稿数/一日,24.21
文字数/一日,1825.71
文字数/一投稿,75.4
ポジティブ投稿数,14474.0
ネガティブ投稿数,8577.0
