名詞,名詞数,動詞,動詞数,形容詞,形容詞数
リー,13,襲う,27.0,手軽い,1.0
お陰,8,おきる,22.0,なにげない,3.0
雑学,11,辿る,34.0,易い,4.0
負傷,16,呪う,12.0,おぼしい,1.0
潜伏,14,見失う,10.0,はずかしい,8.0
漫画,847,流行る,28.0,硬い,6.0
プロット,44,勝つ,20.0,際どい,3.0
遊郭,14,動く,72.0,相応しい,5.0
白,163,置く,195.0,幽い,10.0
鍵,65,得る,213.0,ぬるい,7.0
垢,26,見つける,123.0,荒っぽい,3.0
開設,9,目覚める,18.0,善い,11.0
いま,270,見かける,43.0,涙ぐましい,1.0
ば,21,似合う,32.0,痛々しい,6.0
男,468,信じる,160.0,神々しい,1.0
おかげ,93,間違う,50.0,いやらしい,4.0
友達,128,すく,17.0,揺るぎない,2.0
女,270,過ぎる,96.0,息苦しい,1.0
ポジ,7,噛み締める,10.0,ちかい,9.0
発見,37,ふりかえる,2.0,ふかい,3.0
可哀想,15,合う,250.0,根深い,2.0
気持ち,547,立つ,94.0,おおきい,5.0
俺,312,ゆがむ,2.0,近しい,2.0
右,59,断つ,7.0,ごつい,5.0
夢,189,ひきずる,4.0,情けない,2.0
誰,209,だける,2.0,きびしい,6.0
ジャンル,80,取り込む,11.0,しぶい,5.0
明日,252,くう,11.0,等しい,3.0
一時,15,ゆらす,1.0,固い,5.0
感情,212,ちがう,37.0,逞しい,6.0
路線,43,こだわる,63.0,たのしい,10.0
次,492,仕上がる,30.0,とてつもない,6.0
ルビ,5,しあげる,3.0,なるい,1.0
好き,1174,ぶつ,18.0,心許ない,2.0
モノローグ,28,枯れる,11.0,下らない,2.0
苫小牧,5,組める,8.0,せわしない,1.0
騎手,10,問い詰める,3.0,しろい,3.0
正気,49,言い出す,20.0,いちじるしい,2.0
下戸,9,吐ける,1.0,後ろめたい,2.0
本紙,10,きめる,9.0,うさんい,1.0
尾,159,誓う,9.0,愛らしい,1.0
わけ,335,決まる,80.0,美味い,14.0
ボブ,11,うつ,21.0,たくましい,3.0
マーリー,2,みえる,34.0,色っぽい,5.0
キー,22,観る,255.0,いじらしい,3.0
ミュージシャン,7,諦める,118.0,情深い,3.0
音源,10,撮る,53.0,人がましい,2.0
カバー,94,間違える,35.0,カッコイイ,7.0
中気,1,好く,20.0,めでたい,12.0
手,440,隠せる,6.0,乏しい,6.0
誕生,131,生まれ変わる,8.0,しぶとい,5.0
日,772,煮立つ,2.0,篤い,11.0
きれい,17,戸惑う,19.0,やりきれない,3.0
世界,386,引く,79.0,だいじない,1.0
一,1083,こもる,25.0,いたたまれない,2.0
よう,2125,乗り越える,48.0,どぎつい,3.0
作品,516,しる,13.0,とぼしい,1.0
物語,201,出会う,122.0,うすい,4.0
ポジション,38,つく,456.0,面倒い,2.0
ポテンシャル,7,そらす,1.0,みやすい,2.0
機嫌,9,押す,23.0,痛ましい,4.0
塩,37,潰せる,1.0,くやしい,2.0
次回,60,くだす,25.0,みっともない,2.0
冬,31,削ぐ,8.0,くらい,5.0
残酷,27,焼く,42.0,拙い,3.0
神,293,ほつれる,1.0,手堅い,2.0
支配,85,つくる,47.0,醜い,4.0
杉尾,63,続ける,140.0,この上ない,2.0
循環,8,捨てる,148.0,つまんない,4.0
逆転,13,深める,17.0,なつかしい,5.0
論考,5,裏切る,37.0,香ばしい,2.0
メモ,83,泣く,157.0,旨い,2.0
取り,23,訳す,16.0,たらしい,11.0
聖者,2,あたる,27.0,みよい,3.0
死者,21,比べる,57.0,やさい,2.0
尾形,996,含める,127.0,物悲しい,4.0
片目,12,ける,14.0,おもい,5.0
シャー,7,明かす,38.0,もどかしい,4.0
マン,56,進む,107.0,危なっかしい,4.0
柳田,1,なめす,2.0,きよい,1.0
民俗,22,せんする,58.0,まっくろい,2.0
学,48,かかわる,28.0,眠たい,2.0
エレガント,9,渡る,24.0,ねむい,6.0
生死,11,触れる,64.0,ひとしい,1.0
縁,21,やく,7.0,淡い,5.0
断固,1,教える,110.0,なかよい,5.0
不死身,45,付き合う,43.0,罪深い,11.0
杉,1513,気がつく,148.0,あどけない,1.0
元,1121,構う,16.0,くどい,4.0
道理,44,絡む,78.0,凛々しい,2.0
テーゼ,5,参る,9.0,眩しい,4.0
直視,14,受け止める,21.0,緩い,15.0
メッセージ,53,切れる,63.0,馬鹿馬鹿しい,4.0
クマ,51,絡ませる,3.0,得難い,4.0
先生,465,回す,43.0,愛しい,3.0
内容,147,ぶる,41.0,にぶい,1.0
まま,180,やむ,22.0,重たい,17.0
あれ,200,思い込む,11.0,華々しい,2.0
リアル,126,夢見る,17.0,幅広い,8.0
エッセイ,7,伝わる,117.0,柔らかい,12.0
白昼夢,3,つるむ,78.0,喧しい,1.0
お告げ,1,捕まる,26.0,あぶない,8.0
計画,72,はかす,1.0,えげつない,6.0
マス,5,倣う,7.0,極まりない,5.0
真面目,43,読み上げる,11.0,かわゆい,10.0
会,112,捗る,11.0,未練がましい,1.0
ヤモリ,20,思える,96.0,仲良い,14.0
クール,21,おっしゃる,21.0,気難しい,1.0
ハード,19,決める,106.0,ままならない,7.0
コア,6,止まる,80.0,気持ちいい,3.0
人,2581,探し当てる,1.0,おこがましい,3.0
モノマネ,5,読み直す,29.0,あったかい,2.0
地獄,212,選ぶ,106.0,望ましい,5.0
行き,34,あく,20.0,冷たい,6.0
特等,12,溢れる,34.0,心強い,1.0
席,28,死ねる,13.0,つまらない,9.0
度,289,壊れる,25.0,こすい,1.0
風呂,116,あふれる,5.0,こまかい,7.0
吸水,1,ひる,69.0,慎ましい,4.0
ポンプ,1,さびる,25.0,わろい,4.0
昨日,189,たらす,8.0,さわがしい,1.0
今,759,売れる,26.0,手強い,7.0
雨,21,笑える,26.0,酸っぱい,5.0
さっき,99,たす,9.0,空恐ろしい,1.0
気圧,14,考え込む,3.0,愚かしい,1.0
計,1,上がる,111.0,物憂い,1.0
がらん,1,繋がる,104.0,馴れ馴れしい,2.0
幸次郎,21,交える,10.0,浅い,9.0
パンダ,4,示す,15.0,ただしい,1.0
今週,249,受け入れる,59.0,塩っぱい,2.0
サンデー,4,惹く,29.0,おぼつかない,2.0
連載,181,吹き出す,14.0,女々しい,2.0
経緯,63,おもう,91.0,白っぽい,3.0
承知,14,きる,58.0,うとい,2.0
チェック,49,あがる,25.0,哀しい,4.0
アイデア,45,刺さる,51.0,清々しい,2.0
全て,162,思い浮かべる,4.0,胡散臭い,4.0
感謝,34,むく,14.0,クラい,1.0
百,93,扱える,2.0,しょっぱい,4.0
ドキドキ,19,残す,141.0,奥深い,6.0
同居,13,抜く,39.0,きやすい,1.0
ラブ,26,受け継ぐ,19.0,みじかい,1.0
コメ,27,表す,19.0,疎い,1.0
プラトニック,2,振り切れる,6.0,注意深い,1.0
合,43,すり減らす,5.0,せつない,1.0
作家,135,答える,32.0,義理堅い,5.0
佐,25,とる,178.0,涼しい,3.0
トメ,41,飛び越える,3.0,うつくしい,1.0
同人,203,与える,120.0,めんどい,3.0
心臓,13,当たる,57.0,気高い,2.0
女体,5,あずかれる,1.0,たかい,6.0
化,395,遠ざかる,3.0,ともい,5.0
書き,49,離れる,57.0,手っ取り早い,2.0
おし,11,高まる,8.0,雄々しい,1.0
欠席,13,突き出る,1.0,甘辛い,2.0
裁判,6,当てる,23.0,眩い,1.0
顔,521,図る,7.0,見苦しい,4.0
子,371,切る,109.0,むなしい,1.0
半年,38,醸す,2.0,わかい,2.0
なに,170,入れる,339.0,慌ただしい,2.0
飲み屋,9,サボる,9.0,くわしい,1.0
トイレ,8,逃げる,59.0,かゆい,1.0
その頃,4,助ける,56.0,ひろい,5.0
ジョッキ,3,あり,52.0,やわらかい,2.0
現在,137,脱がす,1.0,くすい,1.0
回収,48,なまる,8.0,不味い,3.0
タクシー,11,終わる,496.0,いろっぽい,1.0
同乗,2,もどる,16.0,痒い,2.0
下手,32,変える,120.0,ねたい,1.0
書き方,18,よす,10.0,憎たらしい,1.0
小説,103,こめる,11.0,思い出深い,4.0
以上,136,気付く,14.0,焦れったい,1.0
変,49,いえる,53.0,図々しい,5.0
カルチャー,19,許せる,9.0,気安い,1.0
傾向,150,思い当たる,9.0,相容れない,1.0
性別,16,投げる,119.0,あやい,3.0
関係,669,亡くす,10.0,熱っぽい,1.0
バディ,23,覚ます,2.0,荒々しい,1.0
分析,63,洗う,11.0,ふてぶてしい,1.0
視点,178,はじめる,15.0,毒々しい,1.0
せい,121,沁みる,8.0,易しい,1.0
なん,612,強める,11.0,かなしい,3.0
三崎,1,基づく,11.0,黄色い,11.0
号,82,読み込む,14.0,勿体ない,2.0
露,158,欠かす,3.0,ばっちい,1.0
戦争,233,行う,92.0,はかない,2.0
軍,76,おおう,29.0,てあらい,1.0
資料,170,褒める,50.0,輝かしい,1.0
購入,108,伸ばす,15.0,さびしい,2.0
作画,77,愛せる,4.0,俗っぽい,1.0
申し分,1,堪える,4.0,執念深い,1.0
日本語,126,似る,194.0,物足りない,4.0
文献,60,見れる,95.0,ばたくさい,1.0
状況,204,やらかす,24.0,あたらしい,2.0
調査,38,抜け落ちる,7.0,気まずい,1.0
形,159,なおす,25.0,賢い,2.0
本気,54,生かす,20.0,はげしい,2.0
尊敬,16,動かす,17.0,素早い,1.0
実力,7,捩れる,2.0,おもはゆい,1.0
程,9,逸らす,5.0,旧い,1.0
気概,4,盛り上がる,12.0,縁遠い,2.0
樺太,443,隠れる,21.0,胸苦しい,3.0
編,294,読み解く,26.0,狡い,3.0
武器,35,固まる,10.0,疎ましい,1.0
くん,243,取れる,74.0,脆い,1.0
今後,107,乱れる,21.0,そぐわない,1.0
活躍,35,くれる,537.0,若々しい,2.0
ニッチ,10,あいす,1.0,きいろい,1.0
お願い,91,傷つく,58.0,血腥い,1.0
通り,194,揚げる,4.0,気持ち良い,2.0
紐,11,かす,30.0,あさまい,1.0
工夫,26,見出す,36.0,許可ない,2.0
壁,40,見開く,12.0,汚らわしい,1.0
三,274,みなす,13.0,恋しい,3.0
創作,342,支える,37.0,苦々しい,1.0
レリーフ,1,傷む,6.0,見やすい,1.0
装飾,13,広がる,53.0,ぶあつい,1.0
柄,94,削る,18.0,おさない,1.0
円形,1,余る,29.0,いたわしい,1.0
アレンジ,28,痛む,8.0,よそよそしい,1.0
使用,43,いなむ,2.0,手広い,4.0
完成,75,狙う,27.0,めざましい,1.0
長生き,5,飽きる,27.0,しるい,1.0
もん,191,届ける,8.0,軟らかい,1.0
ほん,45,挟む,38.0,手厚い,1.0
愛,498,ぶつかる,12.0,ふがいない,1.0
左,41,とまる,7.0,煩い,1.0
写真,288,喋る,25.0,しげい,1.0
直後,35,競る,1.0,いとしい,2.0
撮影,37,つかれる,8.0,じれったい,2.0
角度,17,戦ふ,1.0,いち早い,2.0
手前,14,吊る,3.0,恐い,1.0
端,18,うつる,7.0,禍々しい,1.0
脳,230,失う,148.0,度しがたい,1.0
大事,118,からむ,13.0,なまぐさい,1.0
スペース,46,ぼる,66.0,儚い,2.0
ユニ,12,弾ける,10.0,あだっぽい,1.0
コーン,9,進める,42.0,不甲斐ない,3.0
ヴァージン,1,だす,69.0,もの凄い,2.0
どれ,78,ぬける,3.0,くるしい,2.0
テロ,33,呼ぶ,164.0,寝苦しい,1.0
事件,113,おさまる,15.0,すっぱい,1.0
心,296,通じる,51.0,まるっこい,1.0
息,51,禁じる,5.0,粗い,1.0
思いつき,15,始まる,138.0,余儀ない,1.0
繁殖,11,ゆく,27.0,かいい,2.0
メルヘン,15,すりへる,1.0,ずうずうしい,1.0
牧場,5,いきつく,3.0,骨っぽい,1.0
酪農,2,記す,3.0,ぎこちない,1.0
農家,13,降る,25.0,蒸し暑い,1.0
びっくり,64,名付ける,3.0,温い,1.0
中身,51,だく,15.0,にがい,1.0
現物,23,もらう,258.0,ふとい,1.0
いくつ,82,しらべる,5.0,忌々しい,1.0
所持,2,駆る,6.0,かったるい,1.0
想像,198,思い起こす,3.0,泥くさい,4.0
自体,35,描ける,146.0,恐れ多い,1.0
素人,8,つかう,13.0,いぶかしい,1.0
浅はか,1,巻く,34.0,押し付けがましい,1.0
発想,152,いきのびる,1.0,くだらない,2.0
大変,179,はらむ,2.0,程遠い,1.0
失礼,95,働く,52.0,愉しい,1.0
大切,32,見つかる,42.0,微笑ましい,1.0
活用,10,じゃう,15.0,しょぼい,1.0
幕末,25,晴れる,9.0,奥ゆかしい,2.0
幕臣,2,仕上げる,38.0,詮無い,1.0
最新,55,ねる,24.0,蒼い,1.0
戦術,8,湧く,35.0,程よい,1.0
歩兵,16,間に合う,52.0,したしい,1.0
騎兵,5,焦がれる,1.0,生臭い,1.0
砲兵,7,見届ける,22.0,弱々しい,1.0
兵,120,釣れる,1.0,永い,1.0
研究,111,仕込む,30.0,水っぽい,1.0
嚆矢,1,肥える,3.0,果てしない,1.0
高野,5,引き込む,5.0,とおい,1.0
長英,1,こりる,9.0,重々しい,1.0
概要,6,求める,99.0,見づらい,1.0
歴,21,走る,46.0,バカバカしい,1.0
過去,289,もる,3.0,いそがしい,1.0
端っこ,4,混ぜる,28.0,はがゆい,1.0
作,148,効く,69.0,のろい,2.0
グッズ,103,気が付く,37.0,いけすかない,1.0
祝福,50,盛り上げる,9.0,敏い,1.0
ヶ月,95,みせかける,1.0,すくない,1.0
１,51,替わる,6.0,心地よい,1.0
番,52,思い詰める,8.0,ちなまぐさい,1.0
集中,52,壊す,30.0,忌まわしい,2.0
力,299,偽る,4.0,あらい,1.0
ドロ,68,ねじれる,7.0,目新しい,1.0
カード,68,向かう,53.0,いかがわしい,2.0
枚,140,継ぐ,15.0,おめでたい,1.0
盆暮れ,1,語る,342.0,恙無い,1.0
正月,13,さらう,8.0,美々しい,1.0
挨拶,14,押し付ける,8.0,甘ったるい,1.0
ダメ,231,問う,29.0,腹立たしい,1.0
大人,221,培う,3.0,惨い,1.0
次元,34,噛み合う,8.0,とろい,1.0
自律,9,待つ,103.0,もろい,1.0
神経,10,おこる,6.0,猛々しい,1.0
系,176,引き出す,13.0,,
死,170,まちがえる,1.0,,
気配,17,こむ,14.0,,
カラー,181,溜め込む,7.0,,
パレット,36,込む,75.0,,
姫,44,引っ込める,3.0,,
おしめ,2,煮込む,2.0,,
さま,62,じまう,2.0,,
多摩川,2,飛び交う,4.0,,
氾濫,6,富む,6.0,,
世田谷,1,食いつく,5.0,,
区,22,解す,3.0,,
高齢,6,謝る,6.0,,
者,612,つながる,77.0,,
指示,12,繋げる,20.0,,
近隣,7,しめす,3.0,,
判断,98,話す,145.0,,
警報,4,楽しむ,61.0,,
人口,12,恋する,3.0,,
独居,2,追う,53.0,,
所,70,なれる,88.0,,
デイサービス,1,踏み込む,15.0,,
送迎,1,さる,15.0,,
直撃,4,下さる,10.0,,
自治体,3,及ぶ,17.0,,
ソックス,5,加わる,6.0,,
収納,14,為す,8.0,,
場所,76,預ける,8.0,,
瞑想,4,づける,10.0,,
変化,147,経る,24.0,,
ピーマン,1,従う,22.0,,
ゴボウ,5,落とす,87.0,,
謎,126,転ぶ,8.0,,
葉,12,払う,28.0,,
牛肉,11,深まる,28.0,,
中華,19,踏む,37.0,,
素焼き,1,悩ます,14.0,,
酢味噌,1,かき乱す,5.0,,
飯,51,ほったらかす,2.0,,
元気,96,掘る,35.0,,
白米,5,組む,42.0,,
ストレッチ,15,関わる,88.0,,
筋,98,打ち抜く,1.0,,
肉,64,拝む,7.0,,
体温,13,いむ,15.0,,
正解,82,惚れる,31.0,,
技,27,いてる,6.0,,
満腹,2,治る,17.0,,
昨夜,34,読み切れる,2.0,,
甲斐,17,繰り返す,53.0,,
一家,40,借りる,26.0,,
台,62,みあたる,1.0,,
安心,37,出し抜く,6.0,,
よ,18,おちる,12.0,,
検索,191,起こす,52.0,,
ワード,17,こじつける,15.0,,
相互,59,向き合う,49.0,,
はじ,6,懲りる,5.0,,
今年,100,茹でる,3.0,,
ナンバー,4,押し負ける,2.0,,
負け,15,寄せる,23.0,,
魚,60,下ろす,22.0,,
米,38,課す,3.0,,
一角獣,1,おくれる,2.0,,
皆さま,9,歩く,56.0,,
あんど,1,噛み付く,5.0,,
身内,61,かく,42.0,,
ライン,144,満たす,21.0,,
グループ,21,もつ,47.0,,
スマ,31,ですぎる,2.0,,
ホ,34,かんがえる,29.0,,
ぐる,2,めげる,4.0,,
しり,6,認める,30.0,,
ダム,23,光る,18.0,,
放流,4,こまる,6.0,,
