総使用日数,1264.0
総投稿数,23118.0
総文字数,2451345.0
投稿数/一日,18.29
文字数/一日,1939.36
文字数/一投稿,106.04
ポジティブ投稿数,18932.0
ネガティブ投稿数,4173.0
