総使用日数,1540.0
総投稿数,9318.0
総文字数,903860.0
投稿数/一日,6.05
文字数/一日,586.92
文字数/一投稿,97.0
ポジティブ投稿数,6871.0
ネガティブ投稿数,2445.0
