総使用日数,3444.0
総投稿数,29533.0
総文字数,1877553.0
投稿数/一日,8.58
文字数/一日,545.17
文字数/一投稿,63.57
ポジティブ投稿数,25416.0
ネガティブ投稿数,4046.0
