名詞,名詞数,動詞,動詞数,形容詞,形容詞数
隙間,33,導く,14.0,つらい,22.0
切れ端,1,働きかける,7.0,おぼしい,2.0
一番,133,見定める,31.0,すばらしい,11.0
初め,12,下がる,8.0,くさい,2.0
夕張,13,示せる,8.0,小さい,28.0
帰り道,2,望む,84.0,望ましい,4.0
着地,77,定める,8.0,かわいい,41.0
応援,14,解く,11.0,すっごい,10.0
感想,35,すぎる,272.0,喜ばしい,4.0
びっくり,52,つく,103.0,っぽい,32.0
時,507,探す,45.0,清々しい,3.0
原作,77,抜ける,14.0,たらしい,3.0
拳,17,こう,13.0,バカバカしい,5.0
場所,93,動かす,30.0,うるさい,3.0
赤子,33,決める,81.0,美しい,59.0
あそこ,68,揺らぐ,14.0,にくい,9.0
二,286,扱う,86.0,険しい,3.0
次,98,見せる,335.0,おもんない,1.0
創作,55,たらしこむ,13.0,古臭い,6.0
者,463,保つ,22.0,腹立たしい,2.0
絶大,5,並ぶ,24.0,分厚い,7.0
信頼,86,ズレる,20.0,怪しい,11.0
まま,165,見つける,37.0,気軽い,3.0
前,272,違う,159.0,数多い,4.0
なに,244,寄り添う,17.0,久しい,2.0
立て,2,勤しむ,1.0,無い,9.0
花粉,1,でる,151.0,いわけない,2.0
症,11,死ぬ,218.0,やましい,1.0
夕方,1,やれる,21.0,気持ちよい,7.0
夜,19,含む,61.0,ダサい,5.0
定型,6,捻れる,3.0,切ない,5.0
業務,15,脅す,24.0,拙い,2.0
必要,187,すげる,31.0,おそろしい,1.0
ミス,19,ちゃう,200.0,広い,33.0
特性,8,渡れる,1.0,羨ましい,9.0
ため,340,渡る,24.0,情けない,4.0
システム,46,切る,32.0,さびしい,3.0
化,319,滲む,28.0,痛ましい,16.0
力,153,練る,7.0,づらい,13.0
絶賛,7,込む,19.0,やさしい,9.0
前任,1,選ぶ,139.0,物悲しい,5.0
尻拭い,2,取る,111.0,暗い,17.0
もの,1138,込める,26.0,程遠い,3.0
構築,40,祈れる,1.0,際どい,6.0
痕跡,2,止める,51.0,歯がゆい,3.0
仕方,57,読み直す,10.0,まるい,6.0
親近,3,殺す,282.0,脆い,4.0
感,354,感じる,298.0,芳しい,2.0
ここ,395,剥ける,2.0,後ろめたい,4.0
体系,4,つける,116.0,危なっかしい,19.0
根本,30,現れる,91.0,のろい,1.0
性質,27,抱く,68.0,恋しい,1.0
仕組み,12,取り逃がす,3.0,ままならない,12.0
大変,52,こぼれる,5.0,可愛い,19.0
子,289,行き届く,4.0,憎い,7.0
名前,79,重ねる,69.0,いたい,2.0
核,18,詰める,1.0,眠い,4.0
息子,40,いける,201.0,手っ取り早い,4.0
悪童,6,まくる,33.0,濃い,8.0
ガキ,4,向う,14.0,青い,12.0
島中,1,黙す,3.0,ずるい,10.0
ラベリング,2,ほっとく,3.0,しぶとい,8.0
ただ,52,気づく,106.0,古い,18.0
一,532,こじれる,5.0,幅広い,1.0
暴力,136,追う,40.0,口惜しい,2.0
相手,146,吐く,2.0,速い,3.0
鶴見,1450,話し合う,12.0,惜しい,9.0
戦友,70,絞り出す,4.0,赤い,2.0
言葉,359,高まる,12.0,苦い,3.0
蓑,1,呟く,12.0,平たい,2.0
汚れ,60,追いつく,24.0,息苦しい,2.0
寡黙,3,並べ立てる,1.0,幼い,6.0
頑強,3,剥がす,21.0,痛い,13.0
武器,27,始める,62.0,つつがない,7.0
わけ,780,飛び抜ける,1.0,禍々しい,12.0
人間,412,笑う,43.0,難い,23.0
尊重,62,削る,20.0,相応しい,6.0
それ,744,繋げる,16.0,著しい,2.0
デフォルト,5,書き出す,11.0,しょうもない,4.0
人生,133,続ける,149.0,辛い,9.0
価値,141,終わる,172.0,面倒くさい,3.0
自意識,7,怠る,1.0,面倒臭い,1.0
醸造,3,かんがえる,7.0,酷い,12.0
拍車,3,舐める,8.0,若い,13.0
想像,80,揺らす,5.0,生々しい,18.0
敬意,18,見捨てる,10.0,虚しい,7.0
ライン,89,勝てる,6.0,根深い,10.0
件,64,眠れる,5.0,手痛い,2.0
監獄,40,見越す,4.0,容易い,1.0
いま,33,痛めつける,3.0,悩ましい,15.0
結果,80,焼く,4.0,もどかしい,8.0
強調,52,叶える,1.0,手厚い,6.0
正当,44,言える,85.0,おいしい,14.0
性,888,とる,62.0,ゆるい,2.0
無力,4,譲れる,15.0,おぞましい,7.0
杉,467,振り回す,18.0,あわい,2.0
元,447,とく,125.0,明るい,5.0
地獄,52,聞こえる,11.0,縁遠い,3.0
つもり,90,試せる,1.0,手強い,3.0
覚悟,66,考え出す,12.0,えらい,10.0
利,10,触れる,22.0,偉い,6.0
都合,143,許す,36.0,堅苦しい,1.0
利用,164,思い知る,9.0,あつい,1.0
誠意,9,課す,8.0,ほど近い,1.0
形,241,振り返る,5.0,善い,4.0
環境,58,剥がれる,12.0,哀しい,8.0
下地,22,きる,21.0,しつこい,5.0
部分,138,知る,250.0,珍しい,1.0
素朴,11,帰れる,8.0,まずい,12.0
希求,2,寄り添える,3.0,うい,7.0
やり方,17,見つめる,69.0,思しい,1.0
スタンス,5,生き延びる,17.0,ちょろい,2.0
鯉,1043,生きる,240.0,暑い,3.0
登,1024,巻き込む,37.0,固い,2.0
表明,13,歩む,16.0,罪深い,3.0
新た,26,失う,39.0,だるい,1.0
方向,111,罰する,1.0,おっきい,1.0
おまえ,30,値する,15.0,数少ない,1.0
何者,38,作り上げる,14.0,ねむい,7.0
歩,64,戻れる,42.0,おおきい,1.0
根,11,やり遂げる,1.0,からい,1.0
考え,56,止まれる,15.0,いじらしい,2.0
下,70,綻びる,2.0,めんどい,2.0
齟齬,5,取り払う,5.0,瑞々しい,1.0
そこ,359,照らす,5.0,柔らかい,3.0
指揮,35,付く,107.0,疑わしい,3.0
官,24,引っ張る,35.0,悪しい,8.0
感じ,240,呑み込む,38.0,騒々しい,1.0
稲妻,15,着く,14.0,愛しい,3.0
蝮,11,溺れる,1.0,けたたましい,1.0
生粋,8,引き合う,3.0,逞しい,3.0
犯罪,6,取れる,34.0,太い,2.0
時代,92,示す,184.0,薄暗い,1.0
英雄,9,伴う,16.0,好ましい,6.0
視界,63,うつ,20.0,あえない,1.0
活用,14,見れる,33.0,生臭い,1.0
張本人,6,読み解く,17.0,生ぬるい,1.0
陰,14,改める,1.0,堅い,4.0
公開,51,進める,42.0,注意深い,3.0
スタイル,13,暴く,12.0,悲しい,13.0
一つ,110,寄せる,16.0,熱い,13.0
キリ,4,がる,47.0,たまらない,6.0
到達,16,留める,24.0,青臭い,7.0
特典,3,落ち着ける,1.0,まだるっこい,1.0
祈り,16,苦しむ,21.0,こい,3.0
あとがき,1,戻る,91.0,すい,3.0
ミニ,7,突き進む,22.0,荒い,4.0
カード,3,進む,132.0,硬い,1.0
顔,122,殴る,63.0,かっこいい,2.0
何,229,流す,31.0,むごい,1.0
度,84,立ち止まる,12.0,おこがましい,1.0
身体,74,呑みこむ,5.0,あまねい,1.0
違い,60,答える,40.0,惨い,1.0
文章,29,推す,78.0,みっともない,3.0
表現,166,固まる,24.0,おしい,5.0
皆,77,くださる,99.0,臭い,5.0
メイン,30,生まれる,47.0,土臭い,1.0
以外,46,通じる,30.0,血なまぐさい,4.0
登場,49,繋ぐ,19.0,目覚ましい,1.0
俺,66,支える,36.0,凄い,4.0
横並び,5,据える,4.0,輝かしい,1.0
性癖,12,はぐらかす,1.0,生易しい,1.0
子供,104,帰る,27.0,妬ましい,1.0
横,32,漏らす,1.0,ちっちゃい,1.0
構図,20,濁す,3.0,手厳しい,1.0
完璧,14,なくなる,48.0,頼もしい,2.0
兵,150,突きつける,33.0,印象深い,4.0
将,56,黙る,30.0,執念深い,1.0
消費,61,うる,62.0,気まずい,3.0
両立,9,整える,14.0,つまんない,2.0
これ,723,注ぐ,10.0,えぐい,7.0
対,29,定まる,6.0,誇らしい,2.0
鶴,27,みる,130.0,やむない,7.0
尾,27,上げる,44.0,尊い,3.0
期,64,もらえる,29.0,甲斐甲斐しい,1.0
後ろ,14,よろこぶ,1.0,親しい,2.0
半ば,7,残る,60.0,おっかない,1.0
強引,7,散る,6.0,ふさわしい,17.0
距離,48,預かる,16.0,丸い,2.0
動揺,12,変わる,80.0,極まりない,1.0
家,59,へこたれる,1.0,痛々しい,1.0
洗面,2,褒める,34.0,こわい,12.0
台,9,足りる,28.0,ほど遠い,1.0
床,4,下げる,14.0,手荒い,1.0
目,238,話す,50.0,白い,12.0
鱗,1,決まる,16.0,名高い,1.0
設営,4,併せる,8.0,よわい,1.0
大喜,7,捉える,104.0,初々しい,2.0
オタク,17,戦う,28.0,厚かましい,1.0
江渡,35,逃げる,62.0,悔しい,11.0
貝,35,させる,130.0,荒々しい,2.0
くん,36,受ける,107.0,厳つい,2.0
罪悪,89,思い切る,1.0,か弱い,1.0
後悔,26,押す,29.0,よそよそしい,1.0
多分,15,来れる,6.0,不甲斐ない,3.0
想い,83,狂う,17.0,しおらしい,1.0
立場,60,だく,2.0,狡い,1.0
抑圧,40,付き合う,7.0,汚い,1.0
変,27,入れる,125.0,しょっぱい,1.0
あれ,171,見かける,44.0,均しい,1.0
立ち,29,乗る,32.0,訝しい,2.0
位置,50,ちる,29.0,淡い,1.0
加害,111,書き込む,6.0,くだらない,3.0
決着,26,拾う,21.0,根強い,1.0
ハイ,45,寝る,41.0,もったいない,6.0
パー,5,悩む,11.0,人間らしい,1.0
綱渡り,9,放つ,21.0,素早い,1.0
予感,52,経る,41.0,つたない,2.0
綱,2,到る,1.0,でかい,4.0
整理,60,おおう,6.0,やわい,3.0
マジ,113,上がる,50.0,とろい,3.0
軸,39,見抜く,7.0,あたたかい,1.0
足,49,わる,4.0,涼しい,1.0
安易,13,間違う,17.0,あぶない,1.0
免罪,13,読み取れる,7.0,ともい,4.0
断罪,2,忘れる,57.0,何気ない,5.0
両極,1,騒ぐ,3.0,そこはかとない,3.0
他,118,逃れる,28.0,ちいさい,1.0
作品,346,憎む,2.0,いたたまれない,1.0
群,8,引き摺り込む,2.0,小賢しい,1.0
関係,376,紐解ける,1.0,鋭い,1.0
展開,82,継げる,3.0,おもしろい,3.0
差異,8,ちらつく,2.0,つよい,6.0
把握,39,受け継ぐ,5.0,かっこよい,1.0
怒り,64,現す,1.0,俗っぽい,2.0
最後,118,集める,21.0,儚い,4.0
タフ,9,待ち望む,3.0,うすい,1.0
道,124,負う,10.0,回りくどい,2.0
要求,40,担ぐ,7.0,気味が悪い,1.0
再演,18,抗う,16.0,懐かしい,2.0
父,175,ひねる,6.0,気高い,1.0
直情,3,縫う,4.0,得難い,1.0
側,130,眠る,10.0,凄まじい,2.0
螺旋,6,てく,4.0,見苦しい,1.0
連鎖,17,ほじくる,23.0,色濃い,2.0
結局,63,返す,62.0,かなしい,4.0
たち,369,枯れる,15.0,度し難い,4.0
姿勢,142,果てる,15.0,愚かしい,1.0
たん,28,注ぎ込む,19.0,美味い,2.0
金,324,噛み締める,8.0,薄ら寒い,1.0
カム,279,ひそむ,1.0,ぬくい,1.0
物差し,2,混ざる,22.0,慌ただしい,1.0
父親,68,探る,7.0,だだっ広い,1.0
謎,29,染み付く,6.0,わろい,3.0
偏見,7,増やす,14.0,気持ちいい,4.0
本土,3,扱える,5.0,馬鹿馬鹿しい,3.0
ルーツ,13,さる,5.0,野太い,1.0
人々,96,沿う,14.0,由々しい,1.0
市民,37,巡る,22.0,涙ぐましい,1.0
独特,16,先だつ,1.0,済まない,2.0
度量,1,走る,28.0,とめどない,1.0
通,2,したためる,1.0,泥臭い,1.0
底,27,足る,10.0,赤黒い,1.0
北海道,37,ほる,19.0,ふてぶてしい,1.0
出身,7,伝わる,24.0,心強い,2.0
感性,25,置き忘れる,2.0,見よい,2.0
大泉,11,分かれる,8.0,きつい,3.0
洋,9,見つかる,13.0,鈍い,2.0
言語,28,はじめる,2.0,果てしない,1.0
感覚,128,めげる,2.0,末恐ろしい,1.0
新鮮,30,語る,59.0,めんどくさい,7.0
仮面,7,送る,46.0,おぼつかない,1.0
中尉,33,楽しむ,32.0,暑苦しい,1.0
演技,47,替わる,2.0,忙しい,3.0
対峙,50,作る,179.0,ながい,1.0
肉体,31,要す,1.0,たのしい,2.0
かすか,3,生み出す,26.0,なさけない,1.0
制御,62,離れる,49.0,わるい,1.0
あんこう,4,ゐる,2.0,かったるい,1.0
鍋,9,そらす,11.0,いみい,1.0
手数,5,喋れる,9.0,賢い,1.0
意気,2,読み切れる,1.0,いかつい,1.0
客席,5,使える,9.0,近しい,2.0
心理,41,縛る,14.0,物足りない,1.0
通り,67,避ける,26.0,奥深い,1.0
置いてきぼり,4,通る,17.0,生暖かい,3.0
別,82,ちまう,12.0,華々しい,2.0
役,12,拾える,2.0,恨めしい,1.0
ソリ,1,しめる,14.0,とてつもない,2.0
格闘,23,たどり着く,28.0,ひらたい,1.0
自我,12,引く,38.0,あざとい,1.0
意識,209,かけ離れる,1.0,めでたい,1.0
挙動,6,見守る,7.0,はずかしい,1.0
弱点,5,感極まる,5.0,心細い,1.0
徹,1,かまう,16.0,あったかい,1.0
正解,23,残す,45.0,やわらかい,2.0
存在,124,付け込む,2.0,忌々しい,1.0
正義,50,救う,85.0,寒い,1.0
同調,17,得る,114.0,黄色い,1.0
部類,3,結論づける,5.0,穢らわしい,1.0
他人,39,用いる,23.0,むつかしい,1.0
簡単,45,投げかける,13.0,篤い,2.0
姿,146,別れる,5.0,重苦しい,1.0
投影,8,手放す,25.0,いそがしい,2.0
口,47,飛び立つ,2.0,目新しい,1.0
手,164,なれる,33.0,またとない,1.0
進撃,33,閉じ込める,7.0,残り少ない,2.0
大局,5,かねる,43.0,浅い,2.0
局所,1,借りる,5.0,烏滸がましい,1.0
多角,1,築く,8.0,貧しい,1.0
世界,98,ひっくり返す,3.0,やぼったい,1.0
残酷,93,慣れる,41.0,規則正しい,1.0
光景,72,われる,8.0,ばっちい,1.0
総体,7,流れる,19.0,情深い,1.0
絶望,29,ちなむ,2.0,クラい,1.0
果て,5,ついて行く,14.0,我慢強い,1.0
選択,268,補い合う,1.0,厚い,1.0
血,31,向かう,84.0,馬鹿らしい,1.0
漫画,74,葬る,11.0,もの悲しい,1.0
月,122,かかる,64.0,,
マルコ,3,任せる,22.0,,
つまびらか,3,解ける,12.0,,
欺瞞,35,諦める,53.0,,
達,14,受け付ける,10.0,,
壮絶,10,乾く,5.0,,
綺麗,17,抑え込む,2.0,,
裏,32,震う,1.0,,
ケラ,2,漁る,2.0,,
付け,24,読みふける,2.0,,
地道,5,届く,81.0,,
デッサン,3,掻く,1.0,,
式,23,燃える,8.0,,
冒頭,25,じみる,5.0,,
脳,24,溢れる,24.0,,
内,81,飛び降りる,3.0,,
ダウンロード,6,キメる,23.0,,
技,4,取り込む,28.0,,
文,26,見逃す,15.0,,
途中,30,噛み合う,8.0,,
放置,21,瞑る,4.0,,
穴埋め,2,目指す,53.0,,
経過,4,引きずる,7.0,,
ことば,7,あげる,27.0,,
いつか,37,吐き出す,8.0,,
根気,4,ねじ伏せる,14.0,,
ケア,16,彩る,1.0,,
大胆,3,捕まえる,3.0,,
予想,62,覆う,20.0,,
結末,18,きれる,56.0,,
反転,17,書ける,16.0,,
殺し,47,もたらす,14.0,,
完遂,1,深める,18.0,,
前提,65,追い詰める,12.0,,
勝利,14,促す,17.0,,
さい,6,透かす,6.0,,
きょう,7,頷く,7.0,,
大団円,16,思わす,3.0,,
スライド,11,逃げ出す,2.0,,
樺太,135,いたる,2.0,,
同行,17,あえる,4.0,,
人事,5,気に入る,9.0,,
予期,1,腰掛ける,2.0,,
クラッシャー,2,たれる,2.0,,
そう,242,見積もる,3.0,,
ふう,3,驚く,46.0,,
表情,30,途切れる,5.0,,
最高,111,える,50.0,,
全部,61,変える,53.0,,
興奮,17,潰れる,4.0,,
身震い,1,困る,19.0,,
まなざし,7,比べる,10.0,,
軍人,28,放り込む,6.0,,
分岐,9,まとめる,22.0,,
点,108,積み上げる,2.0,,
健康,46,やってくる,29.0,,
合致,4,滑り込む,3.0,,
地点,31,教える,46.0,,
主体,65,出歩く,1.0,,
コロナ,35,物語る,8.0,,
影響,42,起こる,75.0,,
変更,17,使う,170.0,,
マイク,11,しこむ,1.0,,
対応,31,噛みしめる,6.0,,
予算,4,笑える,9.0,,
その他,16,期する,4.0,,
事情,10,繰り出せる,2.0,,
兼ね合い,3,勤める,1.0,,
素,4,減る,11.0,,
音声,7,過ごす,6.0,,
全て,65,開く,38.0,,
せい,17,のく,3.0,,
敗因,3,切り離す,10.0,,
世の中,11,育む,9.0,,
主,23,育つ,31.0,,
事実,32,歪む,30.0,,
ぶり,16,打ちのめす,3.0,,
グレード,1,遂げる,7.0,,
アップ,4,返る,12.0,,
選択肢,109,わめく,3.0,,
出資,3,暴れる,4.0,,
奉天,66,食べる,63.0,,
以降,94,通う,5.0,,
軍曹,86,辞める,9.0,,
死神,10,閉める,2.0,,
のちのち,1,閉まる,1.0,,
笑み,3,売り出す,3.0,,
光,52,怒る,65.0,,
尾月,36,呼びかける,5.0,,
写真,23,試す,17.0,,
状態,90,根付く,12.0,,
戦争,176,こわれる,1.0,,
実感,39,言い出す,20.0,,
理解,90,ついてる,7.0,,
自体,127,備える,3.0,,
後,155,落ち着く,17.0,,
世,14,即す,2.0,,
ルート,62,噛み付く,1.0,,
同意,38,思い描く,7.0,,
経済,6,はいる,2.0,,
変動,16,切り捨てる,17.0,,
体感,8,ひらける,2.0,,
めちゃくちゃ,92,助ける,27.0,,
戦後,31,躊躇う,7.0,,
彼ら,67,飛び込む,7.0,,
しんみり,6,喜ぶ,12.0,,
本当,87,ためる,2.0,,
目的,102,振る,8.0,,
関谷,47,痛め付ける,1.0,,
理不尽,14,叱る,8.0,,
歪,13,よる,25.0,,
折り合い,20,充てる,1.0,,
つけ,11,ぶち込む,7.0,,
マクロ,5,受け取る,34.0,,
大義,125,溜め込む,8.0,,
個人,154,控える,5.0,,
はざま,8,慌てる,13.0,,
感情,104,観る,89.0,,
罰,22,抜きん出る,1.0,,
愛,208,たまげる,3.0,,
構造,202,弾く,2.0,,
模倣,4,聴く,4.0,,
死者,4,讃える,12.0,,
渾然一体,2,並べる,20.0,,
神,52,あり,6.0,,
運,4,引っかかる,12.0,,
采配,3,割り出せる,1.0,,
裁き,3,いらっしゃる,5.0,,
妻,22,通す,30.0,,
支配,26,誤る,17.0,,
はず,174,降りる,23.0,,
エピソード,7,這う,7.0,,
直後,7,やりなおす,3.0,,
勤皇,1,思い込む,28.0,,
派,32,転げ落ちる,1.0,,
用,34,持てる,43.0,,
郎,25,犯す,8.0,,
行く末,6,かれる,16.0,,
流れ,142,預ける,9.0,,
囚人,76,還る,1.0,,
人物,37,関わる,23.0,,
側面,55,もむ,4.0,,
明らか,29,ほぐす,1.0,,
悲観,4,呑む,8.0,,
問題,242,生き残る,5.0,,
読者,80,こく,1.0,,
暴露,13,回す,32.0,,
巨大,24,回せる,2.0,,
不健康,13,貯める,2.0,,
等身,3,思える,51.0,,
大,8,集まる,17.0,,
可能,271,覚える,32.0,,
呑み込み,1,回る,26.0,,
お前,106,ぶちかます,2.0,,
引力,20,味わう,22.0,,
全面,16,分かる,7.0,,
バランス,90,まく,1.0,,
描写,268,ぼる,26.0,,
成果,18,過ぎる,20.0,,
なん,233,裂く,2.0,,
ときめき,1,絶つ,4.0,,
白,10,間違える,49.0,,
三,62,のめる,3.0,,
理想,32,あぶる,5.0,,
あいだ,95,浮き出す,2.0,,
強固,2,思いがける,6.0,,
前者,21,申し込む,4.0,,
後者,21,誉めそやす,1.0,,
集合,6,膨らむ,12.0,,
グッズ,13,撫でる,4.0,,
ポスター,10,翔ける,1.0,,
発売,24,届ける,9.0,,
記念,23,消える,17.0,,
変遷,6,貶める,4.0,,
アニメ,38,なさる,40.0,,
決定,33,あがく,5.0,,
準備,40,ぶつ,15.0,,
部,24,当たる,18.0,,
構成,29,る,1.0,,
露呈,12,狭まる,2.0,,
今後,117,楽しめる,6.0,,
発見,29,くむ,4.0,,
幻滅,2,切り裂く,7.0,,
むしろ,3,撃つ,37.0,,
個々人,16,刺す,20.0,,
姉,23,じゃう,7.0,,
畑,22,射す,3.0,,
行動,141,移る,6.0,,
視点,221,見せつける,18.0,,
身勝手,9,すり寄る,1.0,,
絶妙,28,運ぶ,20.0,,
塩梅,6,たゆむ,1.0,,
確信,42,ゆる,4.0,,
判明,21,画す,4.0,,
悪,9,広げる,20.0,,
してき,2,踏み出す,3.0,,
主人公,65,泣く,30.0,,
谷垣,181,裏切る,19.0,,
模索,34,ぐらつく,1.0,,
尾形,424,分け与える,3.0,,
それぞれ,42,帯びる,13.0,,
道筋,9,繋がる,60.0,,
自覚,119,切り分ける,9.0,,
無自覚,39,持ち上がる,8.0,,
積極,30,結びつく,14.0,,
ほしさ,3,真似る,1.0,,
ひょっと,13,乗せる,18.0,,
シーン,76,かる,8.0,,
自己,186,会える,2.0,,
権,15,殺る,16.0,,
問い,19,募る,5.0,,
過去,73,震える,18.0,,
デマ,9,たのむ,3.0,,
理由,39,墜ちる,1.0,,
始点,13,負ける,29.0,,
今度,19,留まる,21.0,,
楽しみ,44,挑む,3.0,,
真実,95,積み重ねる,5.0,,
一般人,2,立てる,44.0,,
狭間,7,報う,5.0,,
日本語,14,沁みる,12.0,,
ロシア,63,巧む,2.0,,
語,28,見張る,8.0,,
親,86,拓ける,2.0,,
境界,19,持て囃す,4.0,,
どちら,55,折れる,6.0,,
キャラ,166,さぐれる,2.0,,
テスト,7,囚われる,14.0,,
都内,2,追い込む,17.0,,
某所,1,ほどける,2.0,,
開催,22,向き合える,10.0,,
コミック,16,持ち出す,7.0,,
片手,3,にじむ,4.0,,
丸,5,踏む,20.0,,
日,153,加わる,7.0,,
予定,44,眺める,8.0,,
概要,2,ひる,42.0,,
記載,4,たのしむ,2.0,,
参考,36,渡す,14.0,,
資料,21,読み返す,34.0,,
作成,8,煽る,8.0,,
グラフ,15,演じる,10.0,,
配布,15,切り取る,2.0,,
セブン,2,超える,18.0,,
普段,14,勝る,7.0,,
際,7,萌える,51.0,,
動向,7,押さえる,16.0,,
推測,5,頼む,15.0,,
確定,20,飲む,12.0,,
基準,34,強める,10.0,,
便利,19,載せる,11.0,,
記入,4,喰う,7.0,,
薩摩,5,さびる,1.0,,
弁,8,見据える,2.0,,
早口,2,落とし込む,7.0,,
会話,36,噛む,7.0,,
通訳,13,役だつ,2.0,,
断絶,6,こなれる,2.0,,
経由,8,掴む,34.0,,
沈黙,43,抜く,12.0,,
中心,22,伸ばす,11.0,,
異質,11,はばかる,2.0,,
維持,8,突き抜ける,6.0,,
意欲,8,躱す,1.0,,
国,94,勝つ,9.0,,
きた,17,増す,11.0,,
体面,2,こねくる,2.0,,
救出,7,成し遂げる,17.0,,
周り,43,外れる,7.0,,
本音,11,働く,35.0,,
無邪気,20,もうす,1.0,,
忠告,22,つまされる,2.0,,
ハード,5,救える,5.0,,
必至,1,飛び出す,18.0,,
内容,43,ほとばしる,3.0,,
議題,2,生える,2.0,,
酒,11,高める,5.0,,
回し,5,咲く,5.0,,
大目,3,落ちる,35.0,,
こっち,45,ふざける,6.0,,
解釈,100,出せる,25.0,,
気軽,18,沸く,2.0,,
直感,19,ぶる,11.0,,
しこり,7,ひねくれる,1.0,,
命,160,ぶつける,46.0,,
